nombre campaña,fecha inicio,fecha fin,inversión,retorno inversión,tipo,audiencia target,canal,ratio conversión,facturación,duración días,categoría duración,beneficio neto,campaña exitosa,categoría inversión,categoría beneficio
Proactive empowering adapter,2022-08-15,2023-09-26,"74.447,60","0,46",email,B2C,referral,"0,18","694.021,69",407.0,media,"619.574,09",Sí,alto,alto
Persevering bi-directional project,2023-03-19,2023-10-23,"98.135,86","0,74",social media,B2C,promotion,"0,76","240.715,35",218.0,corta,"142.579,49",Sí,alto,bajo
Digitized clear-thinking monitoring,2022-08-16,2023-10-20,"10.464,29","0,11",podcast,B2B,referral,"0,89","111.736,40",430.0,media,"101.272,11",Sí,bajo,bajo
Multi-layered global complexity,2022-11-16,2023-11-03,"78.944,71","0,19",email,B2C,referral,"0,24","596.911,92",352.0,media,"517.967,21",Sí,alto,medio
Cross-group bottom-line orchestration,2022-12-12,2023-09-29,"30.937,43","0,78",email,B2C,referral,"0,64","924.081,50",291.0,media,"893.144,07",Sí,bajo,alto
Expanded methodical instruction set,2023-07-22,2024-03-08,"94.173,28","0,19",webinar,B2C,referral,"0,16","794.007,52",230.0,corta,"699.834,24",Sí,alto,alto
Enhanced upward-trending solution,2022-09-23,2024-07-04,"61.866,52","0,93",podcast,B2C,organic,"0,18","628.337,10",650.0,larga,"566.470,58",Sí,alto,medio
Advanced client-driven matrix,2023-07-02,2024-06-24,"58.920,71","0,74",social media,B2B,organic,"0,99","416.433,63",358.0,media,"357.512,92",Sí,medio,medio
Re-engineered 6thgeneration time-frame,2022-12-20,2024-02-08,"70.889,30","0,61",webinar,B2C,referral,"0,10","260.331,70",415.0,media,"189.442,40",Sí,alto,bajo
Quality-focused responsive framework,2023-07-10,2023-08-03,"38.390,23","0,72",podcast,B2B,paid,"0,57","261.442,83",24.0,corta,"223.052,60",Sí,medio,bajo
Optimized 3rdgeneration superstructure,2023-01-07,2024-03-22,"32.272,85","0,43",email,B2B,organic,"0,40","554.858,76",440.0,media,"522.585,91",Sí,bajo,medio
Robust dedicated solution,2022-09-20,2024-04-05,"21.179,55","0,71",social media,B2C,paid,"0,76","265.776,88",563.0,larga,"244.597,33",Sí,bajo,bajo
Right-sized tangible moratorium,2022-09-14,2024-05-06,"71.463,45","0,18",podcast,B2B,organic,"0,53","149.895,53",600.0,larga,"78.432,08",Sí,alto,bajo
Integrated real-time archive,2023-06-20,2024-05-09,"63.986,60","0,14",social media,B2C,paid,"0,94","551.193,10",324.0,media,"487.206,50",Sí,alto,medio
Organized uniform infrastructure,2023-03-20,2024-07-22,"23.859,94","0,20",social media,B2C,organic,"0,48","375.316,11",490.0,larga,"351.456,17",Sí,bajo,bajo
Future-proofed next generation software,2023-05-30,2023-12-19,"29.099,80","0,90",podcast,B2B,organic,"0,89","89.208,38",203.0,corta,"60.108,58",Sí,bajo,bajo
Cross-group foreground array,2023-04-12,2024-01-19,"92.494,15","0,82",podcast,B2C,organic,"0,23","772.563,51",282.0,media,"680.069,36",Sí,alto,alto
Advanced multi-state portal,2023-02-25,2024-03-12,"72.412,24","0,74",webinar,B2C,organic,"0,12","221.613,60",381.0,media,"149.201,36",Sí,alto,bajo
Visionary tangible Graphic Interface,2022-09-11,2023-11-12,"84.482,90","0,21",webinar,B2B,promotion,"0,70","268.528,69",427.0,media,"184.045,79",Sí,alto,bajo
Business-focused tertiary focus group,2023-07-29,2023-12-21,"46.349,76","0,27",email,B2C,referral,"0,98","400.371,00",145.0,corta,"354.021,24",Sí,medio,bajo
Down-sized high-level productivity,2023-04-29,2024-05-15,"5.574,74","0,26",webinar,B2B,paid,"0,20","854.030,38",382.0,media,"848.455,64",Sí,bajo,alto
Fundamental didactic algorithm,2023-07-25,2023-09-04,"71.885,41","0,49",email,B2B,promotion,"0,40","111.886,45",41.0,corta,"40.001,04",Sí,alto,bajo
Pre-emptive exuding monitoring,2023-06-27,2024-01-22,"37.473,84","0,87",email,B2B,paid,"0,40","681.357,44",209.0,corta,"643.883,60",Sí,medio,alto
Organized client-driven array,2023-01-01,2024-05-31,"72.744,50","0,36",podcast,B2B,organic,"0,74","482.042,70",516.0,larga,"409.298,20",Sí,alto,medio
Fully-configurable global leverage,2022-11-16,2024-02-21,"35.636,25","0,50",podcast,B2C,paid,"0,23","269.170,99",462.0,larga,"233.534,74",Sí,medio,bajo
Right-sized stable open architecture,2023-04-23,2023-10-30,"84.406,19","0,44",email,B2C,paid,"0,20","735.873,39",190.0,corta,"651.467,20",Sí,alto,alto
Synchronized zero administration structure,2023-04-15,2023-09-17,"88.977,21","0,99",podcast,B2B,promotion,"0,13","396.317,20",155.0,corta,"307.339,99",Sí,alto,bajo
Visionary user-facing pricing structure,2022-11-27,2024-06-05,"41.408,95","0,63",email,B2C,promotion,"0,18","158.223,90",556.0,larga,"116.814,95",Sí,medio,bajo
Team-oriented bifurcated capability,2023-06-26,2024-01-09,"9.611,89","0,11",email,B2C,organic,"0,30","582.427,27",197.0,corta,"572.815,38",Sí,bajo,medio
Persevering tangible hardware,2023-06-08,2023-08-02,"67.475,35","0,50",email,B2B,promotion,"0,22","53.555,95",55.0,corta,"-13.919,40",No,alto,bajo
Triple-buffered cohesive encryption,2022-11-07,2024-07-13,"81.254,51","0,89",social media,B2B,paid,"0,94","685.633,82",614.0,larga,"604.379,31",Sí,alto,alto
Automated encompassing archive,2023-03-05,2024-06-17,"83.804,53","0,23",podcast,B2C,paid,"0,36","902.554,32",470.0,larga,"818.749,79",Sí,alto,alto
Devolved intermediate middleware,2022-09-18,2023-08-14,"41.307,73","0,76",podcast,B2C,referral,"0,53","729.614,63",330.0,media,"688.306,90",Sí,medio,alto
Triple-buffered high-level customer loyalty,2023-01-01,2023-09-20,"78.803,16","0,99",email,B2B,organic,"0,75","562.224,77",262.0,corta,"483.421,61",Sí,alto,medio
Intuitive exuding concept,2022-09-14,2023-08-24,"64.551,20","0,33",email,B2C,promotion,"0,12","280.467,96",344.0,media,"215.916,76",Sí,alto,bajo
Extended optimizing infrastructure,2023-06-29,2024-05-17,"14.126,24","0,63",webinar,B2B,referral,"0,82","530.692,88",323.0,media,"516.566,64",Sí,bajo,medio
Stand-alone tertiary methodology,2023-02-21,2024-06-09,"35.614,30","0,79",social media,B2C,organic,"0,19","652.650,72",474.0,larga,"617.036,42",Sí,medio,alto
Extended context-sensitive Graphical User Interface,2023-04-08,2023-09-05,"42.616,80","0,53",email,B2B,organic,"0,48","512.829,15",150.0,corta,"470.212,35",Sí,medio,medio
Integrated user-facing encoding,2022-09-21,2024-04-09,"59.207,21","0,79",social media,B2B,paid,"0,48","914.372,53",566.0,larga,"855.165,32",Sí,alto,alto
Cross-group reciprocal hub,2023-05-24,2023-12-27,"76.911,16","0,69",webinar,B2B,organic,"0,51","565.155,23",217.0,corta,"488.244,07",Sí,alto,medio
Down-sized uniform productivity,2023-01-26,2024-05-21,"10.395,39","0,48",social media,B2C,organic,"0,95","963.552,88",481.0,larga,"953.157,49",Sí,bajo,alto
Versatile asymmetric protocol,2022-11-23,2023-11-23,"78.873,15","0,92",webinar,B2C,promotion,"0,60","287.495,18",365.0,media,"208.622,03",Sí,alto,bajo
Polarized empowering neural-net,2023-04-27,2024-01-22,"18.458,17","0,37",email,B2B,promotion,"0,88","520.022,10",270.0,corta,"501.563,93",Sí,bajo,medio
Versatile bandwidth-monitored time-frame,2023-06-24,2023-11-02,"37.360,80","0,96",email,B2B,organic,"0,82","979.402,44",131.0,corta,"942.041,64",Sí,medio,alto
Seamless explicit policy,2023-04-03,2024-06-19,"94.502,90","0,78",podcast,B2C,referral,"0,20","823.630,82",443.0,media,"729.127,92",Sí,alto,alto
Sharable neutral implementation,2022-11-10,2024-07-01,"90.021,62","0,82",social media,B2B,referral,"0,43","454.635,47",599.0,larga,"364.613,85",Sí,alto,medio
Progressive composite access,2023-07-30,2023-12-14,"5.777,28","0,23",email,B2C,promotion,"0,27","421.551,62",137.0,corta,"415.774,34",Sí,bajo,medio
Assimilated intangible pricing structure,2023-01-08,2024-07-06,"62.734,30","0,53",webinar,B2B,promotion,"0,59","905.539,68",545.0,larga,"842.805,38",Sí,alto,alto
Public-key optimizing protocol,2022-08-03,2023-12-29,"61.172,36","0,60",podcast,B2C,referral,"0,13","277.685,24",513.0,larga,"216.512,88",Sí,alto,bajo
Compatible bottom-line core,2023-01-10,2023-08-11,"27.219,52","0,53",podcast,B2B,organic,"0,60","867.347,60",213.0,corta,"840.128,08",Sí,bajo,alto
Face-to-face mobile knowledge user,2022-09-20,2024-04-16,"66.351,49","0,78",social media,B2C,referral,"0,50","251.189,68",574.0,larga,"184.838,19",Sí,alto,bajo
Seamless reciprocal complexity,2023-01-03,2023-12-15,"20.786,40","0,40",podcast,B2C,paid,"0,53","253.649,14",346.0,media,"232.862,74",Sí,bajo,bajo
Mandatory exuding model,2023-02-26,2023-10-26,"32.177,54","0,18",webinar,B2B,organic,"0,50","464.661,00",242.0,corta,"432.483,46",Sí,bajo,medio
Digitized intangible Graphical User Interface,2022-09-08,2023-10-27,"90.484,19","0,23",podcast,B2C,promotion,"0,54","982.518,87",414.0,media,"892.034,68",Sí,alto,alto
Profound demand-driven secured line,2023-03-19,2024-01-29,"71.007,37","0,10",email,B2C,paid,"0,92","777.359,75",316.0,media,"706.352,38",Sí,alto,alto
Right-sized needs-based solution,2022-08-09,2024-04-06,"65.209,95","0,37",email,B2B,organic,"0,48","119.853,00",606.0,larga,"54.643,05",Sí,alto,bajo
Seamless dynamic framework,2023-04-29,2024-02-13,"54.554,48","0,21",podcast,B2B,promotion,"0,89","222.731,21",290.0,media,"168.176,73",Sí,medio,bajo
Re-contextualized upward-trending architecture,2023-01-07,2023-08-20,"18.530,72","0,85",social media,B2C,promotion,"0,79","315.733,70",225.0,corta,"297.202,98",Sí,bajo,bajo
Cloned logistical analyzer,2022-08-15,2023-08-31,"56.508,18","0,44",webinar,B2B,paid,"0,71","839.620,40",381.0,media,"783.112,22",Sí,medio,alto
Centralized value-added superstructure,2022-08-08,2024-05-20,"23.692,97","0,35",webinar,B2B,organic,"0,77","688.901,13",651.0,larga,"665.208,16",Sí,bajo,alto
Proactive bifurcated architecture,2022-11-25,2024-04-21,"74.431,67","0,85",email,B2B,promotion,"0,52","20.979,33",513.0,larga,"-53.452,34",No,alto,bajo
Triple-buffered client-server portal,2023-03-17,2023-12-05,"6.793,37","0,78",email,B2C,paid,"0,72","396.734,21",263.0,corta,"389.940,84",Sí,bajo,medio
Organic demand-driven support,2023-03-30,2024-02-12,"69.644,40","0,56",podcast,B2B,referral,"0,20","426.548,11",319.0,media,"356.903,71",Sí,alto,medio
Realigned methodical artificial intelligence,2023-05-23,2024-06-16,"66.054,48","0,30",email,B2B,paid,"0,31","865.754,60",390.0,media,"799.700,12",Sí,alto,alto
Object-based demand-driven installation,2022-10-26,2023-12-25,"68.408,10","0,58",webinar,B2B,referral,"0,11","153.122,51",425.0,media,"84.714,41",Sí,alto,bajo
Ameliorated actuating policy,2022-08-26,2024-04-23,"44.314,41","0,70",podcast,B2B,organic,"0,53","461.585,16",606.0,larga,"417.270,75",Sí,medio,medio
Public-key disintermediate neural-net,2022-11-13,2024-07-24,"31.427,30","0,36",social media,B2C,promotion,"0,39","173.127,66",619.0,larga,"141.700,36",Sí,bajo,bajo
Upgradable contextually-based Graphic Interface,2022-08-25,2024-01-08,"80.418,44","0,24",webinar,B2B,promotion,"0,91","476.196,94",501.0,larga,"395.778,50",Sí,alto,medio
Integrated client-server software,2022-09-23,2023-12-13,"20.633,51","0,57",webinar,B2C,organic,"0,51","400.052,80",446.0,media,"379.419,29",Sí,bajo,medio
Innovative intangible emulation,2022-11-18,2024-05-19,"2.792,69","0,20",webinar,B2C,referral,"0,43","503.319,66",548.0,larga,"500.526,97",Sí,bajo,medio
Fundamental incremental service-desk,2023-01-02,2023-10-30,"8.053,59","0,49",email,B2B,organic,"0,46","781.401,65",301.0,media,"773.348,06",Sí,bajo,alto
Proactive motivating open architecture,2023-03-17,2023-11-10,"62.167,90","0,80",email,B2C,paid,"0,85","419.872,14",238.0,corta,"357.704,24",Sí,alto,medio
Business-focused attitude-oriented middleware,2023-05-29,2023-12-16,"63.741,76","0,61",social media,B2C,promotion,"0,10","141.376,44",201.0,corta,"77.634,68",Sí,alto,bajo
Balanced empowering info-mediaries,2022-09-21,2024-06-18,"49.202,14","0,64",email,B2B,promotion,"0,90","564.219,74",636.0,larga,"515.017,60",Sí,medio,medio
User-friendly dynamic monitoring,2023-04-09,2023-11-18,"44.567,53","0,38",podcast,B2B,referral,"0,70","211.752,49",223.0,corta,"167.184,96",Sí,medio,bajo
Multi-channeled zero administration standardization,2023-04-16,2023-09-09,"89.826,92","0,11",webinar,B2B,promotion,"0,52","713.631,59",146.0,corta,"623.804,67",Sí,alto,alto
Optimized methodical installation,2023-04-12,2024-03-30,"86.447,45","0,32",webinar,B2C,referral,"0,65","765.775,14",353.0,media,"679.327,69",Sí,alto,alto
Proactive regional conglomeration,2022-08-03,2024-03-29,"11.421,40","0,37",social media,B2B,referral,"0,40","265.099,33",604.0,larga,"253.677,93",Sí,bajo,bajo
Multi-lateral user-facing solution,2023-07-13,2024-06-13,"68.334,64","0,69",social media,B2C,promotion,"0,97","169.559,80",336.0,media,"101.225,16",Sí,alto,bajo
Integrated analyzing focus group,2023-04-13,2024-06-27,"21.878,60","0,77",podcast,B2B,paid,"0,80","464.823,41",441.0,media,"442.944,81",Sí,bajo,medio
Centralized contextually-based middleware,2023-03-03,2024-05-28,"12.949,94","0,97",social media,B2B,referral,"0,77","494.905,94",452.0,media,"481.956,00",Sí,bajo,medio
Switchable modular solution,2022-09-21,2024-07-13,"9.569,17","0,78",webinar,B2B,promotion,"0,55","571.288,98",661.0,larga,"561.719,81",Sí,bajo,medio
Reverse-engineered next generation emulation,2023-02-04,2024-07-16,"88.518,70","0,38",email,B2B,promotion,"0,58","177.753,54",528.0,larga,"89.234,84",Sí,alto,bajo
Quality-focused mission-critical analyzer,2023-03-01,2023-12-08,"25.282,77","0,72",podcast,B2B,promotion,"0,61","416.092,89",282.0,media,"390.810,12",Sí,bajo,medio
Innovative local workforce,2022-09-19,2023-10-07,"17.151,70","0,60",webinar,B2B,referral,"0,80","519.646,35",383.0,media,"502.494,65",Sí,bajo,medio
Expanded scalable process improvement,2022-10-09,2024-07-03,"53.821,30","0,58",webinar,B2C,organic,"0,64","504.842,98",633.0,larga,"451.021,68",Sí,medio,medio
Devolved responsive software,2023-06-20,2024-04-08,"57.242,00","0,45",podcast,B2B,referral,"0,39","303.600,48",293.0,media,"246.358,48",Sí,medio,bajo
Object-based bandwidth-monitored moderator,2023-03-04,2023-08-21,"60.540,16","0,37",social media,B2B,paid,"0,77","363.933,17",170.0,corta,"303.393,01",Sí,alto,bajo
Realigned responsive Graphical User Interface,2023-04-01,2024-02-26,"58.942,77","0,62",webinar,B2B,promotion,"0,36","21.603,20",331.0,media,"-37.339,57",No,medio,bajo
User-friendly directional ability,2023-02-19,2024-05-04,"29.071,82","0,63",podcast,B2B,referral,"0,76","230.294,51",440.0,media,"201.222,69",Sí,bajo,bajo
Open-source intermediate benchmark,2022-11-04,2023-10-18,"5.676,22","0,60",podcast,B2C,organic,"0,20","173.724,64",348.0,media,"168.048,42",Sí,bajo,bajo
Function-based zero-defect policy,2023-03-14,2024-04-29,"73.071,43","0,60",email,B2B,organic,"0,71","495.585,22",412.0,media,"422.513,79",Sí,alto,medio
Face-to-face grid-enabled workforce,2022-11-27,2023-08-31,"82.353,71","0,18",podcast,B2C,paid,"0,12","460.827,60",277.0,media,"378.473,89",Sí,alto,medio
Cross-platform secondary functionalities,2023-04-15,2024-06-29,"98.712,39","0,22",email,B2C,organic,"0,42","755.879,46",441.0,media,"657.167,07",Sí,alto,alto
Implemented multi-tasking emulation,2022-11-13,2024-07-30,"10.934,43","0,26",webinar,B2C,promotion,"0,66","892.351,21",625.0,larga,"881.416,78",Sí,bajo,alto
Self-enabling incremental success,2023-07-14,2024-05-09,"17.049,14","0,40",podcast,B2B,referral,"0,49","571.810,89",300.0,media,"554.761,75",Sí,bajo,medio
Cloned contextually-based contingency,2023-03-30,2024-06-19,"85.238,23","0,59",social media,B2C,paid,"0,92","595.765,41",447.0,media,"510.527,18",Sí,alto,medio
Self-enabling intermediate time-frame,2022-11-13,2023-11-27,"55.709,15","0,56",social media,B2B,promotion,"0,73","681.690,46",379.0,media,"625.981,31",Sí,medio,alto
Organic 3rdgeneration conglomeration,2023-03-31,2023-10-26,"39.804,32","0,13",webinar,B2C,referral,"0,52","522.492,25",209.0,corta,"482.687,93",Sí,medio,medio
Managed bandwidth-monitored time-frame,2023-02-21,2023-10-17,"92.196,90","0,40",email,B2B,promotion,"0,87","398.617,27",238.0,corta,"306.420,37",Sí,alto,bajo
Extended executive budgetary management,2023-06-25,2023-09-13,"73.821,98","0,81",email,B2C,promotion,"0,35","173.058,11",80.0,corta,"99.236,13",Sí,alto,bajo
Fully-configurable human-resource encryption,2022-11-05,2023-08-13,"57.144,48","0,75",webinar,B2C,referral,"0,90","516.187,33",281.0,media,"459.042,85",Sí,medio,medio
Organic directional utilization,2022-08-11,2024-01-31,"24.300,83","0,57",podcast,B2B,referral,"0,64","764.590,33",538.0,larga,"740.289,50",Sí,bajo,alto
Enhanced empowering conglomeration,2022-11-26,2023-08-08,"94.697,82","0,22",podcast,B2C,paid,"0,78","347.899,84",255.0,corta,"253.202,02",Sí,alto,bajo
Open-architected asymmetric extranet,2023-06-14,2024-04-07,"97.456,14","0,30",social media,B2B,organic,"0,63","256.244,86",298.0,media,"158.788,72",Sí,alto,bajo
Multi-lateral 6thgeneration benchmark,2022-09-02,2024-04-22,"87.665,60","0,51",podcast,B2B,promotion,"0,56","10.257,40",598.0,larga,"-77.408,20",No,alto,bajo
Fully-configurable asymmetric moderator,2023-03-16,2023-12-29,"86.652,20","0,66",social media,B2C,promotion,"0,56","261.296,54",288.0,media,"174.644,34",Sí,alto,bajo
Balanced mission-critical budgetary management,2022-11-27,2023-08-22,"69.094,64","0,80",email,B2B,referral,"0,49","709.300,16",268.0,corta,"640.205,52",Sí,alto,alto
Robust contextually-based knowledgebase,2022-08-21,2024-07-09,"97.758,67","0,33",podcast,B2C,referral,"0,82","624.479,51",688.0,larga,"526.720,84",Sí,alto,medio
Extended solution-oriented capacity,2022-12-04,2024-04-16,"83.834,20","0,33",webinar,B2B,organic,"0,31","896.314,18",499.0,larga,"812.479,98",Sí,alto,alto
Persistent upward-trending Graphical User Interface,2023-06-01,2024-07-03,"14.858,38","0,12",email,B2B,promotion,"0,57","317.944,61",398.0,media,"303.086,23",Sí,bajo,bajo
Multi-tiered disintermediate parallelism,2023-05-11,2024-05-15,"57.198,50","0,90",email,B2C,referral,"0,38","918.303,10",370.0,media,"861.104,60",Sí,medio,alto
Intuitive well-modulated support,2022-08-14,2024-07-30,"94.357,67","0,80",email,B2C,organic,"0,14","988.161,51",716.0,larga,"893.803,84",Sí,alto,alto
Function-based zero-defect capability,2023-04-06,2024-03-11,"19.142,15","0,51",podcast,B2C,referral,"0,18","597.625,15",340.0,media,"578.483,00",Sí,bajo,medio
Integrated national architecture,2023-07-14,2024-07-31,"32.039,70","0,86",social media,B2B,referral,"0,97","334.033,28",383.0,media,"301.993,58",Sí,bajo,bajo
Horizontal tangible focus group,2023-07-18,2024-05-07,"82.834,56","0,40",email,B2C,paid,"0,18","592.739,43",294.0,media,"509.904,87",Sí,alto,medio
Reduced needs-based approach,2023-03-10,2024-06-22,"86.489,51","0,77",webinar,B2C,paid,"0,76","815.566,88",470.0,larga,"729.077,37",Sí,alto,alto
Robust human-resource instruction set,2022-09-20,2023-12-25,"67.375,90","0,25",webinar,B2B,referral,"0,77","513.716,43",461.0,larga,"446.340,53",Sí,alto,medio
Grass-roots asynchronous knowledgebase,2023-05-10,2023-12-09,"17.355,98","0,74",social media,B2B,referral,"0,48","9.695,94",213.0,corta,"-7.660,04",No,bajo,bajo
Synergized 24/7 interface,2022-11-09,2023-08-02,"22.675,22","0,52",webinar,B2B,referral,"0,78","402.920,91",266.0,corta,"380.245,69",Sí,bajo,medio
Re-contextualized uniform interface,2022-12-28,2023-10-02,"68.727,53","0,33",webinar,B2B,referral,"0,12","266.449,67",278.0,media,"197.722,14",Sí,alto,bajo
Automated executive moderator,2022-09-03,2024-01-06,"65.864,61","0,29",social media,B2B,promotion,"0,19","999.317,92",490.0,larga,"933.453,31",Sí,alto,alto
Front-line national Graphic Interface,2022-12-08,2024-04-29,"20.823,67","0,81",email,B2C,paid,"0,38","648.404,63",508.0,larga,"627.580,96",Sí,bajo,alto
Function-based 3rdgeneration Graphical User Interface,2023-03-23,2023-11-07,"22.088,95","0,31",podcast,B2C,organic,"0,71","693.169,80",229.0,corta,"671.080,85",Sí,bajo,alto
Customizable bi-directional functionalities,2023-01-11,2023-08-15,"39.804,70","0,36",email,B2C,promotion,"0,96","914.417,10",216.0,corta,"874.612,40",Sí,medio,alto
Innovative uniform adapter,2023-03-10,2024-03-28,"54.266,94","0,62",email,B2C,organic,"0,64","573.869,28",384.0,media,"519.602,34",Sí,medio,medio
Switchable neutral algorithm,2023-05-01,2023-12-12,"59.805,35","0,54",podcast,B2C,paid,"0,64","974.539,80",225.0,corta,"914.734,45",Sí,alto,alto
Operative 5thgeneration superstructure,2023-07-02,2023-10-21,"59.767,18","0,51",podcast,B2C,organic,"0,59","842.318,70",111.0,corta,"782.551,52",Sí,alto,alto
Triple-buffered didactic monitoring,2022-12-28,2023-11-22,"35.082,90","0,67",podcast,B2B,promotion,"0,50","193.585,62",329.0,media,"158.502,72",Sí,bajo,bajo
Realigned scalable moderator,2023-04-07,2023-10-03,"55.780,60","0,54",email,B2B,referral,"0,19","996.578,25",179.0,corta,"940.797,65",Sí,medio,alto
Multi-lateral responsive info-mediaries,2023-05-13,2023-09-24,"34.344,65","0,67",webinar,B2C,referral,"0,91","228.461,91",134.0,corta,"194.117,26",Sí,bajo,bajo
Grass-roots directional help-desk,2023-03-22,2023-08-19,"62.805,97","0,94",social media,B2C,referral,"0,62","318.869,86",150.0,corta,"256.063,89",Sí,alto,bajo
Reduced didactic leverage,2022-08-06,2023-11-03,"12.895,48","0,95",social media,B2B,referral,"0,90","619.182,58",454.0,media,"606.287,10",Sí,bajo,alto
Total methodical array,2022-12-31,2024-06-26,"20.586,89","0,13",podcast,B2B,referral,"0,82","364.266,44",543.0,larga,"343.679,55",Sí,bajo,bajo
Balanced optimizing challenge,2023-05-28,2024-04-14,"45.083,57","0,51",webinar,B2C,organic,"0,69","743.998,41",322.0,media,"698.914,84",Sí,medio,alto
Persevering disintermediate parallelism,2022-09-15,2023-11-30,"19.393,55","0,59",email,B2C,promotion,"0,71","513.490,43",441.0,media,"494.096,88",Sí,bajo,medio
Horizontal system-worthy neural-net,2023-06-09,2023-09-20,"77.848,20","0,65",webinar,B2C,paid,"0,74","753.981,45",103.0,corta,"676.133,25",Sí,alto,alto
Grass-roots multi-tasking throughput,2023-05-21,2024-07-11,"13.087,55","0,43",podcast,B2C,organic,"0,21","293.380,77",417.0,media,"280.293,22",Sí,bajo,bajo
Intuitive didactic interface,2022-09-06,2024-07-17,"41.350,29","0,82",email,B2C,paid,"0,18","953.178,97",680.0,larga,"911.828,68",Sí,medio,alto
Enterprise-wide non-volatile hardware,2023-03-06,2023-09-09,"82.065,39","0,81",webinar,B2C,referral,"0,24","52.944,00",187.0,corta,"-29.121,39",No,alto,bajo
Reduced actuating toolset,2023-06-23,2024-02-20,"14.225,39","0,45",webinar,B2C,paid,"0,51","215.641,53",242.0,corta,"201.416,14",Sí,bajo,bajo
Front-line value-added alliance,2023-01-16,2023-12-05,"28.165,81","0,37",social media,B2B,promotion,"0,30","269.187,84",323.0,media,"241.022,03",Sí,bajo,bajo
Organic regional open architecture,2022-09-04,2024-02-25,"21.006,57","0,27",social media,B2B,paid,"0,59","653.863,78",539.0,larga,"632.857,21",Sí,bajo,alto
Function-based dedicated database,2023-07-20,2023-08-11,"49.513,98","0,53",webinar,B2B,referral,"0,39","364.635,64",22.0,corta,"315.121,66",Sí,medio,bajo
Monitored even-keeled encryption,2022-09-30,2024-02-14,"83.745,94","0,13",email,B2B,promotion,"0,21","415.745,84",502.0,larga,"331.999,90",Sí,alto,bajo
Stand-alone zero-defect contingency,2023-01-06,2024-03-15,"10.894,50","0,32",podcast,B2C,paid,"0,96","74.641,15",434.0,media,"63.746,65",Sí,bajo,bajo
Exclusive bi-directional architecture,2023-04-03,2024-02-23,"52.366,30","0,99",podcast,B2B,paid,"0,21","852.040,10",326.0,media,"799.673,80",Sí,medio,alto
Optional real-time installation,2023-04-10,2024-05-03,"80.463,24","0,19",email,B2C,paid,"0,88","780.686,73",389.0,media,"700.223,49",Sí,alto,alto
Proactive 6thgeneration interface,2023-05-06,2024-04-18,"2.990,39","0,58",podcast,B2B,organic,"0,62","568.028,33",348.0,media,"565.037,94",Sí,bajo,medio
Synchronized fresh-thinking functionalities,2022-10-01,2024-05-05,"43.575,10","0,44",social media,B2C,promotion,"0,80","735.883,20",582.0,larga,"692.308,10",Sí,medio,alto
Multi-layered coherent instruction set,2023-06-23,2023-12-06,"26.628,67","0,59",email,B2B,promotion,"0,30","705.889,68",166.0,corta,"679.261,01",Sí,bajo,alto
Reduced attitude-oriented model,2023-05-14,2023-12-16,"14.188,58","0,39",email,B2B,promotion,"0,13","545.673,57",216.0,corta,"531.484,99",Sí,bajo,medio
Exclusive 3rdgeneration definition,2022-10-05,2023-11-14,"95.454,75","0,42",webinar,B2C,promotion,"0,92","656.823,42",405.0,media,"561.368,67",Sí,alto,medio
Multi-lateral value-added encryption,2022-11-14,2024-03-05,"73.923,82","0,67",webinar,B2C,promotion,"0,91","234.741,14",477.0,larga,"160.817,32",Sí,alto,bajo
Synchronized client-server concept,2022-08-08,2023-12-06,"58.913,37","0,89",email,B2B,paid,"0,00","518.001,77",485.0,larga,"459.088,40",Sí,medio,medio
Total regional open system,2022-08-30,2023-12-30,"63.015,10","0,21",podcast,B2C,organic,"0,28","375.915,84",487.0,larga,"312.900,74",Sí,alto,bajo
Optional uniform projection,2023-07-31,2024-03-23,"13.418,23","0,64",podcast,B2B,referral,"0,94","160.381,96",236.0,corta,"146.963,73",Sí,bajo,bajo
Universal regional open architecture,2022-10-22,2024-07-15,"78.420,98","0,35",podcast,B2C,promotion,"0,78","723.243,77",632.0,larga,"644.822,79",Sí,alto,alto
Quality-focused regional database,2023-03-06,2023-08-26,"47.487,19","0,76",podcast,B2B,organic,"0,71","714.495,43",173.0,corta,"667.008,24",Sí,medio,alto
Enhanced neutral encryption,2023-05-25,2024-02-10,"44.782,56","0,33",podcast,B2C,referral,"0,46","561.816,86",261.0,corta,"517.034,30",Sí,medio,medio
Secured stable process improvement,2023-05-28,2024-01-09,"93.037,93","0,45",podcast,B2B,referral,"0,52","669.136,10",226.0,corta,"576.098,17",Sí,alto,medio
Multi-channeled 24/7 implementation,2023-04-09,2024-05-03,"4.888,71","0,98",email,B2C,referral,"0,76","386.978,70",390.0,media,"382.089,99",Sí,bajo,medio
Operative intermediate alliance,2022-09-17,2023-11-12,"2.523,19","0,90",webinar,B2B,promotion,"0,69","781.037,44",421.0,media,"778.514,25",Sí,bajo,alto
Synergistic asymmetric task-force,2023-07-17,2023-12-14,"26.419,10","0,35",podcast,B2C,referral,"0,29","64.408,30",150.0,corta,"37.989,20",Sí,bajo,bajo
Self-enabling 3rdgeneration migration,2022-08-30,2024-04-12,"70.705,99","0,51",podcast,B2B,organic,"0,44","859.502,90",591.0,larga,"788.796,91",Sí,alto,alto
